Product Name,URL,Price(Rs.),Rating(Out of 5 stars),Number of Reviews
"LuvLap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1675380922&sprefix=ba%2Caps%2C283&sr=8-46,549,4.3,516
"INOVERA Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap, 32L x 13B x 30H cm",https://www.amazon.in/Inovera-Label-Women-Handbags-Shoulder/dp/B08CMQD4BC/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1675380922&sprefix=ba%2Caps%2C283&sr=8-47,"1,399",4.1,6803
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1675380922&sprefix=ba%2Caps%2C283&sr=8-48,999,4.0,961
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1675380922&sprefix=ba%2Caps%2C283&sr=8-49,512,4.0,348
Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1675380922&sprefix=ba%2Caps%2C283&sr=8-50,819,4.2,1481
"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675380922&sprefix=ba%2Caps%2C283&sr=8-51,"1,099",4.3,300
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (GREY)",https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1675380922&sprefix=ba%2Caps%2C283&sr=8-52,512,4.0,348
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzUzMjcxNDE2MTQ3NzI1OjE2NzUzODA5MjI6c3BfYnRmOjIwMTA0MTQwMjYzNjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380922%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA385M0TPSNV7VS,998,3.9,684
"VOKAN Laptop Backpack bag men With USB Charging Port, Water Resistant 30L (Black)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzUzMjcxNDE2MTQ3NzI1OjE2NzUzODA5MjI6c3BfYnRmOjIwMTE0NjA4MDA4Mzk4OjowOjo&url=%2FVOKAN-Laptop-Backpack-Charging-Resistant%2Fdp%2FB0BQ3ND145%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380922%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,699,,
,,,,
Anti Theft Faux Leather,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTc1MTk1NTkyMjMzMzU6MTY3NTM4MDkyMzpzcF9hdGZfbmV4dDoyMDEwNzU2MTY2NzE5ODo6MDo6&url=%2FAnti-Theft-Faux-Leather-Black%2Fdp%2FB08WLS5XBP%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380923%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,499,3.9,51
"Chris & Kate 42ltr Navy-Red Comfortable Casual, School Backpack",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTc1MTk1NTkyMjMzMzU6MTY3NTM4MDkyMzpzcF9hdGZfbmV4dDoyMDA5MTcwMjA5MzE5ODo6MDo6&url=%2FChris-Kate-Navy-Red-Comfortable-Backpack%2Fdp%2FB0BKWF2Q38%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380923%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,549,,
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (GREY)",https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-51,512,4.0,348
"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)",https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-52,"1,599",4.4,373
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-53,689,3.9,2690
"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-54,254,4.1,7630
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Black),https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-55,529,4.2,3669
"Tabelito® Casual Laptop Bag 15.6-inch(39.6cm), 25 LTR Water Repellent Backpack Office College School Business Travel Bags for Men Women Boys & Girls (Blue)",https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3KCN32/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-56,549,4.2,1499
Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,https://www.amazon.in/Red-Lemon-Backpack-Multifunctional-Charcoal/dp/B0BGSV19KZ/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-57,"1,899",4.4,425
Half Moon Strike 35L Unisex Spacious School/ Laptop/ College/ Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,https://www.amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-58,699,3.6,44
HP 100 Lightweight Backpack for 15.6-inch Laptop with Elastic and Padded Shoulder Straps (Black),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTc1MTk1NTkyMjMzMzU6MTY3NTM4MDkyMzpzcF9tdGY6MjAxMDMxMzEyMzkyOTg6OjA6Og&url=%2FHP-Lightweight-100-Black-Backpack%2Fdp%2FB08CY1YXCK%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380923%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,899,4.0,516
NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTc1MTk1NTkyMjMzMzU6MTY3NTM4MDkyMzpzcF9tdGY6MjAwODIzOTcyMTM4OTg6OjA6Og&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380923%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,599,3.7,33
NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag,https://www.amazon.in/Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-61,422,4.2,7166
"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag",https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-62,"1,039",4.3,1245
"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",https://www.amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-63,"1,099",4.3,300
NIVIA Basic Duffle Polyester Bag/ Gym Bags/ Adjustable Shoulder Bag for Men/ Duffle Gym Bags for Men/ Fitness Bag/ Carry Bags/ Sports & Travel Bag/ Sports Kit/ Duffle Bags Travel (Black/Grey),https://www.amazon.in/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-64,245,3.9,329
"SHALIMAR large capacity Travel bag / Storage bag / Move-in bags/ Duffel Bag - Strong, Durable , Foldable and Water Resistant ( Pack of 1 ) ( Blue )",https://www.amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-65,247,4.1,270
Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black,https://www.amazon.in/Gear-Executive-Anti-Theft-Backpack-BKPPKREXE0101/dp/B097KCMQKG/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-66,649,4.3,302
Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-67,"1,445",4.4,1885
Fostelo Handbag For Women And Girls | Ladies Purse Faux Leather Satchel Bag | Woman Gifts | Wedding Gifts For Women | Women 3 Compartments Bag | Travel Purse Hobo Bag | 5 Pockets Shoulder Bag,https://www.amazon.in/Fostelo-CATLIN-Womens-Handbag-Maroon/dp/B079MD5F7R/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1675380923&sprefix=ba%2Caps%2C283&sr=8-68,498,4.1,8913
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTc1MTk1NTkyMjMzMzU6MTY3NTM4MDkyMzpzcF9idGY6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380923%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA385M0TPSNV7VS,998,3.9,684
"VOKAN Laptop Backpack bag men With USB Charging Port, Water Resistant 30L (Black)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTc1MTk1NTkyMjMzMzU6MTY3NTM4MDkyMzpzcF9idGY6MjAxMTQ2MDgwMDgzOTg6OjA6Og&url=%2FVOKAN-Laptop-Backpack-Charging-Resistant%2Fdp%2FB0BQ3ND145%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380923%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,699,,
,,,,
Anti Theft Faux Leather,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjc5MDI3Njc4NzcxMTYwOjE2NzUzODA5MjQ6c3BfYXRmX25leHQ6MjAxMDc1NjE2NjcxOTg6OjA6Og&url=%2FAnti-Theft-Faux-Leather-Black%2Fdp%2FB08WLS5XBP%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,499,3.9,51
"Chris & Kate 42ltr Navy-Red Comfortable Casual, School Backpack",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjc5MDI3Njc4NzcxMTYwOjE2NzUzODA5MjQ6c3BfYXRmX25leHQ6MjAwOTE3MDIwOTMxOTg6OjA6Og&url=%2FChris-Kate-Navy-Red-Comfortable-Backpack%2Fdp%2FB0BKWF2Q38%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,549,,
HP Lightweight 300 Grey Laptops Backpack with Crafted Cable Pass Through and Padded Shoulder Straps,https://www.amazon.in/HP-Lightweight-300-Grey-Backpack/dp/B08CY44PVD/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-67,"1,002",4.1,67
PETRICE Multifunctional Travel Bag Extra Large Makeup Organiser with Hook (Navy Blue),https://www.amazon.in/PETRICE-Multifunctional-Travel-Makeup-Organiser/dp/B07W22LC2D/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-68,499,4.2,1772
Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-69,"1,695",4.3,3184
"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Blue), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure",https://www.amazon.in/Safari-Overnighter-Resistant-Travelling-All-Purpose/dp/B097JM98M1/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-70,"2,029",4.3,51
Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-71,512,4.1,4860
Auxter Faux Leather 23 Cms Duffle Bag(Aux_Gb_Le_Black -Se__0521_Black),https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-72,376,4.3,8801
Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-73,664,4.1,3612
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,https://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-74,999,4.4,2268
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjc5MDI3Njc4NzcxMTYwOjE2NzUzODA5MjQ6c3BfbXRmOjIwMTA0MTQwMjYzNjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS,998,3.9,684
Justify 55L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjc5MDI3Njc4NzcxMTYwOjE2NzUzODA5MjQ6c3BfbXRmOjIwMTA4NzQ4ODI1Njk4OjowOjo&url=%2FJustify-Backpack-Compartments-Polyester-Waterproof%2Fdp%2FB0BRGCG7N5%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,799",,
"Pigeon Breast Milk Storage Bag,Secure Seal & easy Storage,Hygienic Breast Milk Storage,Leak Proof,Zipper Zeal Breast Milk Storage,5 pcs",https://www.amazon.in/Pigeon-Breast-Milk-Storage-Pieces/dp/B01M5DGMZ9/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-77,115,4.3,442
Lenovo Slim Everyday Backpack,https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-78,839,4.4,2631
SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-79,299,4.0,17773
VIP Polypropylene 48 Cms Travel Bag(DFENDEBRN_Brown),https://www.amazon.in/VIP-Endura-Puller-Brown-Duffle/dp/B0B527KJQZ/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-80,899,4.3,334
Lenovo Casual Laptop Backpack B210 15.6-inch(39.6cm) Water Repellent Black,https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-81,"1,011",4.2,53053
F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),https://www.amazon.in/F-Gear-Tycoon-Laptop-Backpack/dp/B071XJ6XV5/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-82,"1,168",4.4,202
"Motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue,Pack of 1)",https://www.amazon.in/Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-83,"1,516",4.5,2470
"Eco Right Large Tote Bag for Women with Zip, Stylish Cotton Handbags, Canvas Tote Bags for College",https://www.amazon.in/EcoRight-Womens-Reusable-Ecofriendly-0202F01/dp/B06XRQRDCY/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1675380924&sprefix=ba%2Caps%2C283&sr=8-84,519,4.1,7078
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjc5MDI3Njc4NzcxMTYwOjE2NzUzODA5MjQ6c3BfYnRmOjIwMTA3NTk1NzIyMzk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,424",4.3,7643
"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjc5MDI3Njc4NzcxMTYwOjE2NzUzODA5MjQ6c3BfYnRmOjIwMDc4OTIwNzc5Mzk4OjowOjo&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380924%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"5,600",4.0,21
,,,,
Anti Theft Faux Leather,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODIxODQ4ODEzMjg3NDg3OjE2NzUzODA5MjY6c3BfYXRmX25leHQ6MjAxMDc1NjE2NjcxOTg6OjA6Og&url=%2FAnti-Theft-Faux-Leather-Black%2Fdp%2FB08WLS5XBP%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380926%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,499,3.9,51
NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODIxODQ4ODEzMjg3NDg3OjE2NzUzODA5MjY6c3BfYXRmX25leHQ6MjAwODIzOTcyMTM4OTg6OjA6Og&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675380926%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,599,3.7,33
GOCART WITH G LOGO Laptop Backpack Casual Daypacks Briefcase Convertible Business Travel Rucksack with USB Charging Port Large College School Bookbag Computer Laptop Bag,https://www.amazon.in/GOCART-LOGO-Backpack-Briefcase-Convertible/dp/B0822H451W/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1675380926&sprefix=ba%2Caps%2C283&sr=8-83,"1,499",3.9,1296
Alifiya Polyester MacBook Laptop Sleeve Bag 16 Inch with Charger Pouch (Grey_L26),https://www.amazon.in/Alifiya-Polyester-MacBook-Charger-Grey_L26/dp/B09GP79C4C/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1675380926&sprefix=ba%2Caps%2C283&sr=8-84,384,4.2,90
"Osaka Pro Series-11 Waterproof DSLR Backpack Camera Bag, Lens Accessories Carry Case for Nikon, Canon, Olympus, Pentax & Others-Made in India",https://www.amazon.in/Osaka-Pro-Waterproof-Accessories-Others-Made/dp/B081Z1TVPQ/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1675380926&sprefix=ba%2Caps%2C283&sr=8-85,880,3.9,553
Gear Moderneco5 21L Water Resistant School Bag/Backpack/College Bag For Men/Women - Navyblue,https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1675380926&sprefix=ba%2Caps%2C283&sr=8-86,429,3.9,2496
ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag,https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1675380926&sprefix=ba%2Caps%2C283&sr=8-87,843,4.0,4940
"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)",https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1675380926&sprefix=ba%2Caps%2C283&sr=8-88,549,4.2,1499
Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1675380926&sprefix=ba%2Caps%2C283&sr=8-89,"1,049",4.4,1404
